0.000,38.03769,-78.46663,0
0.906,38.03769,-78.46664,0
1.862,38.03769,-78.46665,0
2.809,38.03768,-78.46665,0
3.754,38.03768,-78.46665,0
4.712,38.03768,-78.46666,0
5.698,38.03768,-78.46666,0
6.604,38.03767,-78.46665,0
7.553,38.03766,-78.46667,0
8.501,38.03766,-78.46667,0
9.449,38.03766,-78.46667,0
10.407,38.03768,-78.46667,0
11.356,38.03768,-78.46666,0
12.368,38.03769,-78.46666,0
13.378,38.03769,-78.46666,0
14.367,38.0377,-78.46665,0
15.370,38.0377,-78.46665,0
16.365,38.03771,-78.46666,0
17.364,38.03771,-78.46665,0
18.368,38.03771,-78.46665,0
19.359,38.0377,-78.46665,0
20.357,38.0377,-78.46666,0
21.368,38.03769,-78.46667,0
22.362,38.03768,-78.46667,0
23.361,38.03769,-78.46667,0
24.365,38.03768,-78.46667,0
25.365,38.03767,-78.46666,0
26.365,38.03767,-78.46665,0
27.366,38.03766,-78.46664,0
28.381,38.03766,-78.46663,0
29.367,38.03767,-78.46662,0
30.363,38.03767,-78.46662,0
31.363,38.03767,-78.46661,3.728227
32.363,38.0377,-78.46661,4.97097
33.557,38.03773,-78.46658,11.18468
34.366,38.03778,-78.46653,16.15565
35.502,38.03783,-78.46646,17.39839
36.470,38.03789,-78.46638,21.12662
37.462,38.03795,-78.4663,22.36936
38.463,38.03802,-78.46622,22.36936
39.494,38.03809,-78.46615,22.36936
40.469,38.03816,-78.46606,22.36936
41.463,38.03822,-78.46599,21.12662
42.361,38.03828,-78.46591,21.12662
43.365,38.03834,-78.46584,21.12662
44.372,38.03839,-78.46579,17.39839
45.365,38.03843,-78.46575,13.67017
46.364,38.03847,-78.46576,12.42742
47.471,38.0385,-78.4658,9.941939
48.360,38.03854,-78.46584,9.941939
49.479,38.03857,-78.4659,12.42742
50.467,38.03862,-78.46597,12.42742
51.473,38.03868,-78.46603,17.39839
52.468,38.03873,-78.46613,19.88388
53.471,38.03879,-78.46622,22.36936
54.457,38.03885,-78.46633,22.36936
55.462,38.0389,-78.46643,24.85485
56.479,38.03895,-78.46652,24.85485
57.461,38.03899,-78.46663,22.36936
58.476,38.03901,-78.46671,19.88388
59.600,38.03902,-78.46679,19.88388
60.469,38.03903,-78.46685,19.88388
61.457,38.03903,-78.4669,8.699197
62.363,38.03904,-78.46693,6.213712
63.471,38.03904,-78.46694,2.485485
64.365,38.03904,-78.46695,2.485485
65.469,38.03904,-78.46695,0
66.363,38.03904,-78.46695,0
78.364,38.03902,-78.46696,1.242742
79.470,38.03902,-78.467,6.213712
80.363,38.03903,-78.46704,9.941939
81.469,38.03903,-78.46712,12.42742
82.470,38.03904,-78.46722,18.64114
83.470,38.03904,-78.46733,18.64114
84.469,38.03903,-78.46745,19.88388
85.469,38.03903,-78.46759,27.34033
86.472,38.03903,-78.46774,28.58307
87.470,38.03903,-78.46789,29.82582
88.471,38.03902,-78.46806,31.06856
89.470,38.03903,-78.46822,33.55404
90.469,38.03902,-78.4684,34.79679
91.469,38.03901,-78.46857,36.03953
92.467,38.03901,-78.46878,38.52501
93.471,38.03902,-78.46899,38.52501
94.470,38.03905,-78.46922,47.22421
95.470,38.0391,-78.46947,49.70969
96.471,38.03917,-78.46972,49.70969
97.469,38.03926,-78.46995,50.95244
98.469,38.03938,-78.47018,50.95244
99.469,38.0395,-78.47038,50.95244
100.470,38.03963,-78.4706,50.95244
101.469,38.03976,-78.47079,50.95244
102.467,38.03989,-78.47096,50.95244
103.469,38.04004,-78.47115,50.95244
104.469,38.04017,-78.47135,50.95244
105.470,38.0403,-78.47154,49.70969
106.456,38.04042,-78.47173,49.70969
107.460,38.04053,-78.47192,48.46695
108.468,38.04065,-78.4721,48.46695
109.468,38.04077,-78.47228,45.98147
110.469,38.04087,-78.47247,44.73873
111.471,38.04097,-78.47266,45.98147
112.470,38.04108,-78.47284,45.98147
113.470,38.04119,-78.47302,47.22421
114.468,38.04133,-78.4732,47.22421
115.470,38.04146,-78.47336,47.22421
116.471,38.0416,-78.47353,48.46695
117.470,38.04174,-78.4737,48.46695
118.470,38.04189,-78.47387,49.70969
119.469,38.04204,-78.47402,49.70969
120.471,38.04219,-78.47417,49.70969
121.469,38.04234,-78.47433,48.46695
122.469,38.04249,-78.47447,48.46695
123.471,38.04264,-78.47462,48.46695
124.470,38.04279,-78.47476,47.22421
125.469,38.04293,-78.47492,47.22421
126.465,38.04308,-78.47509,48.46695
127.469,38.04321,-78.47527,49.70969
128.470,38.04333,-78.47546,49.70969
129.471,38.04345,-78.47566,49.70969
130.471,38.04356,-78.47586,48.46695
131.469,38.04366,-78.47607,48.46695
